epoch,train_loss,val_accuracy
1,2.009174677885492,36.6
2,1.3548401446377818,67.4
3,0.9721654849602569,90.7
4,0.7510224259880416,89.7
5,0.6321714849363171,92.96666666666667
6,0.5076710840631921,97.46666666666667
7,0.49063360377612236,97.7
8,0.47991404227476686,97.7
9,0.46950236939759143,97.93333333333334
10,0.4640571269263472,98.1
11,0.45038415803198123,98.3
12,0.4469302463110481,98.26666666666667
