epoch,train_loss,val_accuracy
1,0.4620035486618023,99.53333333333333
2,0.307921680577308,99.86666666666666
3,0.2972291326503188,99.8
4,0.29420346424253613,99.8
5,0.29235200316352156,99.8
6,0.28903657865681404,99.76666666666667
7,0.28854882157418443,99.8
8,0.2881680439783282,99.8
9,0.2877987391964411,99.8
10,0.28767600478803895,99.8
